"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to BTA_GATTC_GetCharacteristic is not checked for null, but 83% of calls to BTA_GATTC_GetCharacteristic check for null.","/bta/hh/bta_hh_le.cc","1801","7","1801","33"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to btif_rc_get_device_by_handle is not checked for null, but 81% of calls to btif_rc_get_device_by_handle check for null.","/btif/src/btif_rc.cc","4295","7","4295","34"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to btif_rc_get_device_by_handle is not checked for null, but 81% of calls to btif_rc_get_device_by_handle check for null.","/btif/src/btif_rc.cc","4271","7","4271","34"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to btif_rc_get_device_by_handle is not checked for null, but 81% of calls to btif_rc_get_device_by_handle check for null.","/btif/src/btif_rc.cc","3991","7","3991","34"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to btif_rc_get_device_by_handle is not checked for null, but 81% of calls to btif_rc_get_device_by_handle check for null.","/btif/src/btif_rc.cc","3163","7","3163","34"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to btif_rc_get_device_by_bda is not checked for null, but 96% of calls to btif_rc_get_device_by_bda check for null.","/btif/src/btif_rc.cc","2819","32","2819","56"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to l2cu_find_ccb_by_cid is not checked for null, but 85% of calls to l2cu_find_ccb_by_cid check for null.","/hci/src/btsnoop.cc","317","21","317","40"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to calloc is not checked for null, but 85% of calls to calloc check for null.","/osi/src/allocation_tracker.cc","118","35","118","40"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to avdt_scb_by_hdl is not checked for null, but 85% of calls to avdt_scb_by_hdl check for null.","/stack/avdt/avdt_ccb_act.cc","211","11","211","25"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to gatt_find_tcb_by_addr is not checked for null, but 93% of calls to gatt_find_tcb_by_addr check for null.","/stack/eatt/eatt_impl.h","447","24","447","44"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to find_device_by_address is not checked for null, but 92% of calls to find_device_by_address check for null.","/stack/eatt/eatt_impl.h","381","29","381","50"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to gatt_get_tcb_by_idx is not checked for null, but 80% of calls to gatt_get_tcb_by_idx check for null.","/stack/gatt/gatt_utils.cc","1002","22","1002","40"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to gatt_get_regcb is not checked for null, but 81% of calls to gatt_get_regcb check for null.","/stack/gatt/gatt_utils.cc","1003","22","1003","35"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to gatt_get_tcb_by_idx is not checked for null, but 80% of calls to gatt_get_tcb_by_idx check for null.","/stack/gatt/gatt_utils.cc","951","22","951","40"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to gatt_get_regcb is not checked for null, but 81% of calls to gatt_get_regcb check for null.","/stack/gatt/gatt_utils.cc","952","22","952","35"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to l2cu_find_ccb_by_cid is not checked for null, but 85% of calls to l2cu_find_ccb_by_cid check for null.","/stack/l2cap/l2c_api.cc","651","21","651","40"
"Inconsistent nullness check","The result value of a function is often checked for nullness, but not always. Since the value is mostly checked, it is likely that the function can return null values in some cases, and omitting the check could crash the program.","error","The result of this call to l2cu_find_ccb_by_cid is not checked for null, but 85% of calls to l2cu_find_ccb_by_cid check for null.","/stack/l2cap/l2c_csm.cc","778","32","778","51"
